OTU_ID,NTC1_A,BS1_01_A,BS1_02_A,BS1_03_A,BS1_04_A,BS1_06_A,BH1_01_A,BH1_02_A,RS1_01_A,RS1_02_A,RS1_03_A,RS1_04_A,RS1_05_A,RS1_06_A,RS1_07_A,RS1_08_A,R1_01_A,R1_02_A,R1_03_A,R1_04_A,R1_05_A,R1_06_A,R1_07_A,R1_08_A,R1_09_A,R1_10_A,R1_11_A,R1_12_A,R1_13_A,R1_14_A,R1_15_A,R1_16_A,Kingdom,Phylum,Class,Order,Family,Genus,Species
ZOTU1340,0,0,4,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Glomeraceae,g__Cortinarius,s__Redeckera_pulvinatum_SH460976.07FU
ZOTU1103,0,0,21,4,5,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Ceratobasidiaceae,g__Inocybe,s__Inocybe_fuscodisca_SH190318.07FU
ZOTU228,0,0,11,6,0,0,0,8,0,0,0,23,0,0,1,0,109,1,59,2,9,2,8,8,28,41,13,14,1,31,40,3,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Nectriaceae,g__Lopadostoma,s__Lopadostoma_quercicola_SH195179.07FU
ZOTU1644,0,0,8,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Protista,p__Cercozoa,c__Agaricomycetes,o__Pleosporales,f__Coriolaceae,g__Exophiala,s__Dictyosporium_tetrasporum_SH495275.07FU
ZOTU1315,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Exophiala,s__Xylographa_difformis_SH527325.07FU
ZOTU336,0,0,28,7,22,34,26,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Chytridiomycota,c__,o__,f__,g__,s__
ZOTU1536,0,0,24,0,3,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiales,f__Cystobasidiales_fam_Incertae_sedis,g__Occultifur,s__Occultifur_externus_SH194784.07FU
ZOTU171,0,0,22,0,0,77,135,9,0,2,0,450,28,0,0,0,0,0,0,40,0,0,0,0,0,0,0,2,0,0,0,0,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,g__Scutellinia,s__Scutellinia_scutellata_SH215678.07FU
ZOTU1174,0,0,6,1,1,8,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Blastocladiomycota,c__,o__,f__,g__,s__
ZOTU726,0,0,26,0,0,1,0,0,28,0,0,0,49,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Spizellomycetaceae,g__Kochiomyces,s__Kochiomyces_dichotomus_SH209461.07FU
ZOTU960,0,0,4,5,0,18,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Leptosphaeriaceae,g__Neophaeosphaeria,s__Corynespora_torulosa_SH197591.07FU
ZOTU662,0,0,15,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Cadophora,s__Scleromitrula_shiraiana_SH177362.07FU
ZOTU1044,0,0,21,7,5,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Zoopagomycota,c__Zoopagomycetes,o__Zoopagales,f__Piptocephalidaceae,g__Syncephalis,s__Thamnogalla_crombiei_SH203075.07FU
ZOTU923,0,0,12,1,9,0,0,1,0,0,0,0,27,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__,g__,s__
ZOTU962,0,0,9,0,0,27,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma,s__Trichoderma_polysporum_SH229440.07FU
ZOTU686,0,0,7,36,2,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_alpina_SH183633.07FU
ZOTU961,0,0,8,1,0,0,0,16,0,0,6,0,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Nectriaceae,g__Septofusidium,s__Septofusidium_herbarum_SH213552.07FU
ZOTU445,0,0,8,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Rhizochaete_brunnea_SH457504.07FU
ZOTU1161,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Aspergillus,s__Aspergillus_sydowii_SH244562.07FU
ZOTU474,0,0,40,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__,g__,s__
ZOTU1651,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideomycetes_ord_Incertae_sedis,f__Dothideomycetes_fam_Incertae_sedis,g__Halokirschsteiniothelia,s__Halokirschsteiniothelia_maritima_SH494047.07FU
ZOTU1366,0,0,4,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Chalara,s__Candida_broadrunensis_SH190115.07FU
ZOTU1256,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Podospora,s__
ZOTU781,0,0,20,0,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Chalara,s__Coniosporium_apollinis_SH186600.07FU
ZOTU1373,0,0,7,0,0,0,0,0,0,0,0,0,0,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Protista,p__Cercozoa,c__Agaricomycetes,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Talaromyces_rotundus_SH194209.07FU
ZOTU701,0,0,8,13,6,10,50,8,0,26,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Entoloma,s__Oberwinklerozyma_silvestris_SH198365.07FU
ZOTU1607,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Cyphellophoraceae,g__Cyphellophora,s__Cyphellophora_laciniata_SH197858.07FU
ZOTU899,0,0,16,3,0,3,0,14,13,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Microascales,f__Microascaceae,g__Kernia,s__Kernia_pachypleura_SH013616.07FU
ZOTU1267,0,0,1,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_anauensis_SH222746.07FU
ZOTU1030,0,0,8,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Mycosphaerellaceae,g__Claroideoglomus,s__Minimedusa_polyspora_SH201127.07FU
ZOTU245,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,255,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Podospora,s__
ZOTU1078,0,0,18,11,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Chytridiomycota,c__Chytridiomycetes,o__Chytridiales,f__Chytridiaceae,g__,s__
ZOTU1491,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,g__Orbilia,s__Trichophaea_flavobrunnea_SH642865.07FU
ZOTU1703,0,0,4,0,0,9,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Agaricomycetes,o__Agaricales,f__Herpotrichiellaceae,g__Inocybe,s__Terana_coerulea_SH535754.07FU
ZOTU849,0,0,12,0,0,0,0,0,0,54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Protista,p__Cercozoa,c__Dothideomycetes,o__Pleosporales,f__Physciaceae,g__Physconia,s__Physconia_grisea_SH202109.07FU
ZOTU141,0,0,4,0,1,0,0,5,61,70,0,8,1,1,0,0,144,40,12,1,5,6,7,6,464,307,23,13,2,1,10,27,k__Protista,p__Cercozoa,c__Dothideomycetes,o__Pleosporales,f__Hyaloscyphaceae,g__,s__
ZOTU238,0,0,8,2,17,0,166,193,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__,s__
ZOTU1664,0,0,10,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Helotiaceae,g__Mortierella,s__Terfezia_alsheikhii_SH190069.07FU
ZOTU1442,0,0,8,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Hypomyces,s__Thyronectria_asturiensis_SH489096.07FU
ZOTU1435,0,0,2,0,0,0,0,0,0,16,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Agaricomycetes,o__Pleosporales,f__Mortierellaceae,g__Mortierella,s__Peziza_ellipsospora_SH181526.07FU
ZOTU1533,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,g__Phialophora,s__
ZOTU1440,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Glomeromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__Archaeospora_trappei_SH022254.07FU
ZOTU542,0,0,1,0,0,0,0,0,0,52,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Spizellomycetaceae,g__Spizellomyces,s__Candida_ponderosae_SH644180.07FU
ZOTU644,0,0,10,17,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__,g__,s__
ZOTU551,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,8,0,0,0,0,0,44,0,k__Fungi,p__Ascomycota,c__Ascomycota_cls_Incertae_sedis,o__Ascomycota_ord_Incertae_sedis,f__Ascomycota_fam_Incertae_sedis,g__Duddingtonia,s__Duddingtonia_flagrans_SH213729.07FU
ZOTU1701,0,0,4,1,0,0,0,0,0,36,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Protista,p__Cercozoa,c__,o__,f__,g__,s__
ZOTU1561,0,0,6,9,7,8,19,6,0,0,0,0,0,19,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__Paraglomus_laccatum_SH194688.07FU
ZOTU934,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,k__Fungi,p__,c__,o__,f__,g__,s__
ZOTU1024,0,0,6,0,0,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Chytridiomycota,c__Pezizomycetes,o__Pezizales,f__Pezizaceae,g__Orbilia,s__Protrudomyces_lateralis_SH210255.07FU
ZOTU971,0,0,2,0,1,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Schizothecium,s__Schizothecium_glutinans_SH201210.07FU
ZOTU558,0,0,3,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Onygenales,f__Onygenaceae,g__Chrysosporium,s__Chrysosporium_queenslandicum_SH193117.07FU
ZOTU1569,0,0,14,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Diversisporales,f__Diversisporaceae,g__Diversispora,s__
ZOTU1663,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Saccharomycetales_fam_Incertae_sedis,g__Candida,s__Terana_coerulea_SH535754.07FU
ZOTU1565,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Helicodendron,s__Helicodendron_luteoalbum_SH204485.07FU
ZOTU1098,0,0,1,0,0,0,0,0,0,0,0,0,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Chaetomidium,s__Chaetomidium_gallecicum_SH195324.07FU
ZOTU1451,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__
ZOTU673,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,9,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Pleurotheciaceae,g__Adelosphaeria,s__Adelosphaeria_catenata_SH495983.07FU
ZOTU1172,0,0,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Glomeromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__Archaeospora_trappei_SH022254.07FU
ZOTU631,0,0,4,0,0,65,42,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Chytridiomycota,c__Agaricomycetes,o__Rhizophydiales,f__Spizellomycetaceae,g__Kochiomyces,s__Alphamyces_chaetifer_SH207540.07FU
ZOTU122,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1074,0,0,0,0,0,0,0,9,0,0,2,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_solani_SH020993.07FU
ZOTU1308,0,0,3,0,0,1,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__,c__,o__,f__,g__,s__
ZOTU1602,0,0,1,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__,s__
ZOTU1001,0,0,6,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Protista,p__Cercozoa,c__,o__,f__,g__,s__
ZOTU1083,0,0,1,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Protista,p__Cercozoa,c__Agaricomycetes,o__Pleosporales,f__Polyporales_fam_Incertae_sedis,g__Steccherinum,s__
ZOTU428,0,0,3,0,6,0,0,0,0,0,0,64,12,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Ganodermataceae,g__Ganoderma,s__Ganoderma_sichuanense_SH188263.07FU
ZOTU1372,0,0,6,3,1,0,14,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Protista,p__Cercozoa,c__,o__,f__,g__,s__
ZOTU1258,0,0,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__,g__,s__
ZOTU616,0,0,11,37,0,0,0,0,0,12,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideomycetidae_ord_Incertae_sedis,f__Eremomycetaceae,g__Arthrographis,s__Arthrographis_kalrae_SH215548.07FU
ZOTU1541,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,1,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Diversisporales,f__Diversisporaceae,g__Diversispora,s__Diversispora_varaderana_SH522940.07FU
ZOTU572,0,0,9,0,0,0,59,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__,c__,o__,f__,g__,s__
ZOTU1116,0,0,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Filobasidiaceae,g__Goffeauzyma,s__Goffeauzyma_gastrica_SH214037.07FU
ZOTU1582,0,0,6,27,2,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,f__Sympoventuriaceae,g__Ochroconis,s__Ochroconis_tshawytschae_SH215774.07FU
ZOTU1262,0,0,5,3,0,0,0,21,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Protista,p__Cercozoa,c__Agaricomycetes,o__Eurotiales,f__Pyronemataceae,g__Hyphodermella,s__
ZOTU492,0,0,5,0,0,10,17,4,0,0,0,63,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,g__Scutellinia,s__Scutellinia_scutellata_SH215678.07FU
ZOTU1628,0,0,3,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Pezizaceae,g__Peziza,s__Peziza_ellipsospora_SH181526.07FU
ZOTU1125,0,0,1,0,0,0,0,0,6,1,1,17,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,k__Fungi,p__Rozellomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,g__Clavaria,s__Terfezia_alsheikhii_SH190069.07FU
ZOTU1611,0,0,4,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Preussia,s__Preussia_terricola_SH215538.07FU
ZOTU1049,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Curvularia,s__Curvularia_inaequalis_SH187566.07FU
ZOTU1016,0,0,1,0,0,13,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Cercozoa,c__Agaricomycetes,o__Glomerales,f__Glomeraceae,g__Inocybe,s__Debaryomyces_prosopidis_SH190089.07FU
ZOTU952,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,2,46,0,0,3,3,1,0,0,1,0,0,5,3,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Gibberella,s__Gibberella_fujikuroi_SH631251.07FU
ZOTU1409,0,0,6,0,1,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__
ZOTU1358,0,0,8,0,0,0,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Protista,p__Cercozoa,c__Agaricomycetes,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Dermocybe_icterinoides_SH222723.07FU
ZOTU96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,51,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Calyptella,s__Calyptella_capula_SH178424.07FU
ZOTU1074,0,0,5,0,3,19,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__
ZOTU1563,0,0,3,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Microascales,f__Microascaceae,g__Scedosporium,s__Scedosporium_prolificans_SH024552.07FU
ZOTU1293,0,0,1,0,0,0,0,0,0,0,0,13,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Cercozoa,c__Dothideomycetes,o__Helotiales,f__Mycosphaerellaceae,g__Ramularia,s__Ramularia_inaequalis_SH521476.07FU
ZOTU229,0,0,6,0,14,0,0,0,0,0,0,0,0,0,3,0,40,0,119,0,3,57,0,0,30,53,0,0,0,15,23,31,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporales_fam_Incertae_sedis,g__Camarosporium,s__Camarosporium_aloes_SH022621.07FU
ZOTU1704,0,0,2,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Helotiales,f__Helotiaceae,g__Hymenoscyphus,s__Lambertella_corni-maris_SH177345.07FU
ZOTU1245,0,0,4,3,4,0,6,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Chytridiomycota,c__Saccharomycetes,o__Saccharomycetales,f__Saccharomycetales_fam_Incertae_sedis,g__Candida,s__Candida_athensensis_SH192553.07FU
ZOTU683,0,0,5,0,0,0,60,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Rhynchogastremataceae,g__Papiliotrema,s__Papiliotrema_bandonii_SH114409.07FU
ZOTU974,0,0,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Aspergillus,s__Aspergillus_intermedius_SH179237.07FU
ZOTU815,0,0,3,0,4,0,0,0,0,0,0,55,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,s__Lacazia_loboi_SH206005.07FU
ZOTU382,0,0,4,9,1,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Kickxellomycota,c__Kickxellomycetes,o__Kickxellales,f__Kickxellaceae,g__Ramicandelaber,s__
ZOTU1360,0,0,1,13,0,0,13,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Protista,p__Cercozoa,c__,o__,f__,g__,s__
ZOTU599,0,0,1,8,0,0,0,0,0,0,0,0,1,0,0,0,11,1,23,0,0,6,0,0,0,0,0,0,0,23,0,2,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Diversisporales,f__Diversisporaceae,g__Diversispora,s__Otospora_bareae_SH196918.07FU
