OTU_ID,NTC1_A,BS1_01_A,BS1_02_A,BS1_03_A,BS1_04_A,BS1_06_A,BH1_01_A,BH1_02_A,RS1_01_A,RS1_02_A,RS1_03_A,RS1_04_A,RS1_05_A,RS1_06_A,RS1_07_A,RS1_08_A,R1_01_A,R1_02_A,R1_03_A,R1_04_A,R1_05_A,R1_06_A,R1_07_A,R1_08_A,R1_09_A,R1_10_A,R1_11_A,R1_12_A,R1_13_A,R1_14_A,R1_15_A,R1_16_A,Kingdom,Phylum,Class,Order,Family,Genus,Species
ZOTU320,0,8,26,11,0,83,0,20,0,0,1,0,0,80,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__,f__,g__,s__
ZOTU754,0,5,12,2,0,2,0,0,0,1,8,23,20,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Cercozoa,c__Agaricomycetes,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_castaneiceps_SH482179.07FU
ZOTU158,0,11,69,1,625,210,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Inocybe,s__Thamnogalla_crombiei_SH203075.07FU
ZOTU247,0,7,31,16,56,0,0,38,0,0,0,175,0,135,32,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Spizellomycetaceae,g__Spizellomyces,s__Inocybe_pruinosa_SH207102.07FU
ZOTU294,0,9,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Cladorrhinum,s__Cladorrhinum_flexuosum_SH181894.07FU
ZOTU1347,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__,s__
ZOTU1684,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Mycoarthris,s__Mycoarthris_corallina_SH198115.07FU
ZOTU1092,0,11,50,5,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Glomeraceae,g__Clitopilus,s__Lyophyllum_maas-geesterani_SH523415.07FU
ZOTU584,0,22,30,26,9,0,0,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma,s__Trichoderma_simmonsii_SH360668.07FU
ZOTU800,0,14,17,12,0,0,0,0,0,0,0,0,0,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Atheliaceae,g__Pluteus,s__Pluteus_methvenii_SH185151.07FU
ZOTU1494,0,6,19,0,0,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,k__Fungi,p__Glomeromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__,s__
ZOTU1160,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Veluticeps_abietina_SH197315.07FU
ZOTU273,0,24,4,95,6,0,0,0,12,90,0,87,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__,o__,f__,g__,s__
ZOTU1007,0,4,14,2,0,13,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Clavicipitaceae,g__Metarhizium,s__Metarhizium_robertsii_SH389464.07FU
ZOTU50,0,3,0,3,0,2,0,0,36,33,0,0,0,773,0,1,980,611,34,8,1020,0,16,14,70,1,4,1,594,1,68,17,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Ilyonectria,s__Ilyonectria_robusta_SH202970.07FU
ZOTU125,0,1,1013,0,24,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,3,0,25,0,0,0,0,0,0,0,15,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Exidiaceae,g__,s__
ZOTU988,0,14,5,2,9,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreales_fam_Incertae_sedis,g__Acremonium,s__Acremonium_dichromosporum_SH217330.07FU
ZOTU58,0,10,15,15,4,0,0,27,669,1167,0,0,107,197,6,0,163,655,0,0,3,0,0,0,695,0,0,0,6,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Dermateaceae,g__Patinella,s__Patinella_hyalophaea_SH215246.07FU
ZOTU270,0,19,29,14,18,2,56,61,19,53,5,17,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__,s__
ZOTU724,0,5,0,3,2,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Spizellomycetaceae,g__Spizellomyces,s__
ZOTU590,0,40,1,6,0,1,0,0,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Schizothecium,s__Schizothecium_glutinans_SH201189.07FU
ZOTU958,0,10,0,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__,g__,s__
ZOTU1603,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Bolbitiaceae,g__Conocybe,s__Conocybe_velutipes_SH220674.07FU
ZOTU348,0,15,45,16,11,0,0,8,1,19,0,0,2,9,3,0,19,15,0,4,0,0,0,0,0,14,0,7,0,3,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Microdochiaceae,g__Microdochium,s__Microdochium_trichocladiopsis_SH213515.07FU
ZOTU623,0,2,0,0,1,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Chytridiomycota,c__,o__,f__,g__,s__
ZOTU476,0,12,21,0,11,15,45,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Agaricomycetes,o__Agaricales,f__Glomeraceae,g__Hodophilus,s__Candida_fragi_SH190100.07FU
ZOTU984,0,6,0,0,0,0,0,0,1,0,0,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Protista,p__Cercozoa,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,s__Inocybe_lanuginosa_SH190702.07FU
ZOTU435,0,32,8,22,11,0,0,0,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,6,0,0,12,0,0,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__,s__
ZOTU342,0,13,9,27,6,11,12,6,20,24,7,110,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Cercozoa,c__Agaricomycetes,o__Agaricales,f__Orbiliaceae,g__Orbilia,s__Meredithblackwellia_eburnea_SH216140.07FU
ZOTU541,0,18,54,0,2,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Stachybotryaceae,g__,s__
ZOTU312,0,20,37,14,5,0,98,30,0,0,0,36,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Leotiaceae,g__Neobulgaria,s__Neobulgaria_pura_SH216870.07FU
ZOTU856,0,14,7,8,5,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,s__Protrudomyces_lateralis_SH210255.07FU
ZOTU1068,0,30,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma,s__Trichoderma_harzianum_SH463433.07FU
ZOTU1367,0,4,11,7,9,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,k__Fungi,p__Glomeromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__,s__
ZOTU582,0,28,0,0,11,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__,c__,o__,f__,g__,s__
ZOTU1667,0,2,0,0,0,0,0,1,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Protista,p__Cercozoa,c__Agaricomycetes,o__Pleosporales,f__Helotiales_fam_Incertae_sedis,g__Xylodon,s__Xylodon_detriticus_SH522655.07FU
ZOTU368,0,6,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,s__Coprinopsis_macrocephala_SH219029.07FU
ZOTU585,0,5,0,0,2,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Tricholoma,s__Rugosomyces_persicolor_SH217423.07FU
ZOTU165,0,22,21,50,7,33,0,0,0,49,0,0,0,20,0,1,96,67,276,0,0,0,0,6,1,16,2,4,3,20,9,9,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Leptosphaeriaceae,g__Acicuseptoria,s__Acicuseptoria_rumicis_SH192112.07FU
ZOTU499,0,9,0,1,0,0,0,0,6,0,0,4,14,0,0,0,0,0,7,0,2,23,0,0,25,0,0,1,0,18,8,3,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Diversisporales,f__Diversisporaceae,g__Diversispora,s__
ZOTU154,0,8,45,14,0,113,1,534,13,0,0,29,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Cystofilobasidiales,f__Mrakiaceae,g__Mrakia,s__Mrakia_frigida_SH202458.07FU
ZOTU977,0,3,4,0,15,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Chytridiomycota,c__Chytridiomycetes,o__,f__,g__,s__
ZOTU1548,0,9,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,g__Hodophilus,s__Minimedusa_polyspora_SH201127.07FU
ZOTU866,0,8,21,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Sebacinaceae,g__Sebacina,s__
ZOTU133,0,66,47,551,140,12,64,21,0,14,0,0,25,48,0,0,0,0,0,1,9,0,0,16,0,0,0,0,0,20,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Cadophora,s__Collembolispora_barbata_SH186791.07FU
ZOTU235,0,8,0,69,0,37,21,60,0,0,0,0,0,0,0,2,0,0,0,0,0,5,188,20,2,0,0,0,7,18,12,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Drechslera,s__Stemphylium_herbarum_SH199527.07FU
ZOTU1189,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinellus,s__Coprinellus_fuscocystidiatus_SH220352.07FU
ZOTU258,0,22,113,38,11,49,18,30,7,0,5,0,45,0,3,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Chaetosphaeriales,f__Chaetosphaeriaceae,g__Chloridium,s__
ZOTU1438,0,6,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__,o__,f__,g__,s__
ZOTU550,0,5,33,12,10,5,2,3,0,23,0,1,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Chytridiomycota,c__,o__,f__,g__,s__
ZOTU514,0,11,12,18,16,20,1,2,0,21,50,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Protista,p__Cercozoa,c__Agaricomycetes,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_rioussetiae_SH222952.07FU
ZOTU304,0,18,57,46,3,21,31,15,4,0,0,0,14,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Sebacinaceae,g__Sebacina,s__Saitozyma_podzolica_SH181879.07FU
ZOTU632,0,17,8,0,0,21,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__,s__
ZOTU953,0,12,0,1,0,4,1,15,0,0,0,30,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,3,0,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Funneliformis,s__Funneliformis_caledonium_SH083135.07FU
ZOTU944,0,10,6,2,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Cercophora,s__Cercophora_striata_SH630201.07FU
ZOTU1717,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__,s__
ZOTU92,0,29,291,191,170,26,0,0,55,53,30,115,222,145,30,18,43,1,44,2,8,116,28,21,49,6,2,2,0,6,10,11,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Bipolaris,s__Bipolaris_drechsleri_SH292488.07FU
ZOTU672,0,4,7,0,0,0,0,3,0,0,20,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Microascales,f__,g__,s__
ZOTU495,0,8,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,g__Scutellinia,s__
ZOTU1108,0,17,4,0,0,8,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Protista,p__Cercozoa,c__,o__,f__,g__,s__
ZOTU340,0,14,0,3,31,0,0,27,0,58,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,s__Orbilia_euphorbiae_SH487876.07FU
ZOTU1324,0,3,0,0,2,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Protista,p__Cercozoa,c__,o__,f__,g__,s__
ZOTU889,0,31,0,0,0,0,0,1,0,0,0,0,0,37,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Protista,p__Cercozoa,c__,o__,f__,g__,s__
ZOTU840,0,8,36,0,6,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Sordariaceae,g__,s__
ZOTU1578,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Chytridiomycota,c__Agaricomycetes,o__Spizellomycetales,f__Spizellomycetaceae,g__Spizellomyces,s__Kochiomyces_dichotomus_SH209461.07FU
ZOTU1627,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Mortierellaceae,g__Mortierella,s__Inocybe_nitidiuscula_SH179836.07FU
ZOTU656,0,5,3,3,2,22,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Gliomastix,s__Gliomastix_tumulicola_SH213546.07FU
ZOTU124,0,43,96,578,49,81,30,39,42,1,13,8,23,25,16,22,0,0,0,0,0,0,0,6,0,0,0,1,0,0,3,0,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Trichosporonales,f__Trichosporonaceae,g__Apiotrichum,s__Apiotrichum_gracile_SH182010.07FU
ZOTU396,0,9,25,4,4,0,0,0,24,0,10,0,50,6,0,1,16,1,53,4,8,25,3,0,0,10,11,23,1,7,0,14,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_solani_SH021001.07FU
ZOTU307,0,10,31,7,26,1,41,26,25,0,0,24,23,35,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_exigua_SH214063.07FU
ZOTU1250,0,7,3,0,4,0,0,6,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Protista,p__Cercozoa,c__Agaricomycetes,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cladosporium_cladosporioides_SH629572.07FU
ZOTU1610,0,10,8,26,2,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Protista,p__Cercozoa,c__,o__,f__,g__,s__
ZOTU1414,0,10,0,0,0,1,0,13,0,0,0,0,60,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__,o__,f__,g__,s__
ZOTU687,0,7,9,0,0,0,0,0,0,0,4,27,0,0,11,7,0,0,0,0,0,0,29,0,0,0,0,0,0,0,7,0,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pezizaceae,g__Terfezia,s__Terfezia_fanfani_SH193730.07FU
ZOTU581,0,3,5,4,0,47,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreales_fam_Incertae_sedis,g__Pseudoacremonium,s__Pseudoacremonium_sacchari_SH026839.07FU
ZOTU1555,0,10,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Diversisporales,f__Diversisporaceae,g__Diversispora,s__Diversispora_spurca_SH196890.07FU
ZOTU484,0,15,0,10,8,38,0,0,20,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Sordariales_fam_Incertae_sedis,g__Remersonia,s__Remersonia_thermophila_SH195337.07FU
ZOTU933,0,4,0,0,0,2,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Zoopagomycota,c__Zoopagomycetes,o__Zoopagales,f__Piptocephalidaceae,g__Syncephalis,s__Lopharia_cinerascens_SH015098.07FU
ZOTU406,0,29,24,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Protista,p__Cercozoa,c__Agaricomycetes,o__Agaricales,f__Herpotrichiellaceae,g__Cladophialophora,s__Flagelloscypha_minutissima_SH488927.07FU
ZOTU233,0,22,23,68,15,16,11,88,36,40,0,44,7,0,3,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Ascomycota_cls_Incertae_sedis,o__Ascomycota_ord_Incertae_sedis,f__Ascomycota_fam_Incertae_sedis,g__Tetracladium,s__Tetracladium_marchalianum_SH204312.07FU
ZOTU744,0,13,29,10,2,4,0,0,0,34,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Zoopagomycota,c__Zoopagomycetes,o__Zoopagales,f__Piptocephalidaceae,g__Syncephalis,s__Minimedusa_polyspora_SH201127.07FU
ZOTU855,0,13,4,2,4,0,0,0,12,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Chytridiomycota,c__Agaricomycetes,o__Agaricales,f__Spizellomycetaceae,g__Kochiomyces,s__Protrudomyces_lateralis_SH210255.07FU
ZOTU1122,0,6,0,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,s__Coprinopsis_calospora_SH218993.07FU
ZOTU1586,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__,s__
ZOTU903,0,3,0,0,0,15,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Cercozoa,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,g__Physconia,s__Physconia_grisea_SH202109.07FU
ZOTU490,0,7,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Chytridiomycota,c__,o__,f__,g__,s__
ZOTU390,0,13,21,6,14,0,31,21,0,43,11,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__,g__,s__
ZOTU578,0,11,13,13,0,0,0,0,0,0,0,0,32,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideomycetes_ord_Incertae_sedis,f__Dothideomycetes_fam_Incertae_sedis,g__Leptodiscella,s__
ZOTU926,0,11,13,5,1,7,9,32,4,0,0,0,0,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Protista,p__Cercozoa,c__Agaricomycetes,o__Agaricales,f__Hypocreales_fam_Incertae_sedis,g__Acremonium,s__
ZOTU697,0,35,0,2,0,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,1,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Cladorrhinum,s__Cladorrhinum_brunnescens_SH019733.07FU
ZOTU885,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__,g__,s__
ZOTU639,0,5,0,4,4,32,0,0,0,8,0,0,45,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Protista,p__Cercozoa,c__,o__,f__,g__,s__
ZOTU586,0,18,8,0,3,0,0,33,0,0,18,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Protista,p__Cercozoa,c__Agaricomycetes,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cladosporium_cladosporioides_SH629572.07FU
ZOTU798,0,4,19,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Pseudobaeospora_wipapatiae_SH028740.07FU
ZOTU219,0,21,178,85,35,5,0,12,162,42,0,0,0,41,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Leucocortinarius_bulbiger_SH215668.07FU
ZOTU265,0,7,29,20,8,64,101,43,0,0,0,37,0,9,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__,g__,s__
ZOTU1187,0,5,0,5,1,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Protista,p__Cercozoa,c__Agaricomycetes,o__Pleosporales,f__Helotiaceae,g__Articulospora,s__Antrodia_heteromorpha_SH198729.07FU
ZOTU433,0,15,37,1,0,14,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Articulospora,s__
